,Service Request (SR) Number,SR Description,Method Received,SR Status,Status Change Date,Created Date,Last Update Date,Close Date,SR Location,Street Number,Street Name,City,Zip Code,County,State Plane X Coordinate,State Plane Y Coordinate,Latitude Coordinate,Longitude Coordinate,(Latitude.Longitude),Council District,Map Page,Map Tile
540558,18-00277179,Coyote Complaints,Phone,Closed,08/23/2018 09:27:28 AM,08/22/2018 09:30:10 PM,08/23/2018 09:27:28 AM,08/23/2018 09:27:28 AM,"7809 CALLBRAM LN, AUSTIN, TX 78736",7809.0,CALLBRAM,AUSTIN,78736.0,TRAVIS,3066773.25228248,10056986.0026409,30.2331755,-97.8943165,"(30.2331755, -97.8943165)",8.0,611U,MB19
540791,17-00367533,Coyote Complaints,Phone,Closed,12/12/2017 12:05:24 PM,12/11/2017 09:56:34 AM,12/12/2017 12:05:24 PM,12/12/2017 12:05:24 PM,"6210 E US 290 HWY EB, AUSTIN, TX 78723",6210.0,290,AUSTIN,78723.0,TRAVIS,3126131.67248839,10090703.4465582,30.32214282,-97.70388589,"(30.32214282, -97.70388589)",1.0,556E,ML27
540818,17-00367781,Coyote Complaints,Phone,Closed,12/12/2017 12:20:30 PM,12/11/2017 12:48:58 PM,12/12/2017 12:20:30 PM,12/12/2017 12:20:30 PM,"2104 E ANDERSON LN EB, AUSTIN, TX 78752",2104.0,ANDERSON,AUSTIN,78754.0,TRAVIS,3133520.9713232,10093628.4670945,30.32970082,-97.68025154,"(30.32970082, -97.68025154)",1.0,556C,MM27
541217,18-00105336,Coyote Complaints,Phone,Closed,07/06/2018 11:15:46 AM,04/12/2018 10:18:31 AM,07/06/2018 10:15:47 AM,07/06/2018 11:15:46 AM,"1206 SILVER HILL DR, AUSTIN, TX 78746",1206.0,SILVER HILL,AUSTIN,78746.0,TRAVIS,3092904.2526909,10072605.0011551,30.27450835,-97.81047189,"(30.27450835, -97.81047189)",,583Q,MF23
541239,18-00095297,Coyote Complaints,Phone,Closed,04/04/2018 02:15:31 PM,04/03/2018 10:41:17 AM,04/04/2018 01:15:33 PM,04/04/2018 02:15:31 PM,"8210 KEARSARGE DR, AUSTIN, TX 78745",8210.0,KEARSARGE,AUSTIN,78745.0,TRAVIS,3090354.7524657,10043442.0010841,30.19450144,-97.82063292,"(30.19450144, -97.82063292)",5.0,643X,ME16
541304,17-00239908,Coyote Complaints,Phone,Closed,03/20/2018 09:22:18 AM,08/18/2017 10:29:38 PM,03/20/2018 08:22:19 AM,03/20/2018 09:22:18 AM,"4700 N CAPITAL OF TEXAS HWY SB, AUSTIN, TX 78746",4700.0,CAPITAL OF TEXAS,AUSTIN,78746.0,TRAVIS,3095333.56298158,10098385.6469187,30.34522468,-97.80091908,"(30.34522468, -97.80091908)",10.0,523R,MF29
541384,18-00096051,Coyote Complaints,Phone,Closed,04/04/2018 11:20:57 AM,04/03/2018 06:40:37 PM,04/04/2018 11:20:57 AM,04/04/2018 11:20:57 AM,"6720 LANCRET HILL DR, AUSTIN, TX 78745",6720.0,LANCRET HILL,AUSTIN,78745.0,TRAVIS,3091289.00287252,10049326.0016672,30.21061775,-97.81725533,"(30.21061775, -97.81725533)",5.0,643K,ME17
541498,18-00096416,Coyote Complaints,Phone,Closed,04/04/2018 12:45:23 PM,04/04/2018 08:39:45 AM,04/04/2018 12:45:23 PM,04/04/2018 12:45:23 PM,"302 LOGANBERRY CT, AUSTIN, TX 78745",302.0,LOGANBERRY,AUSTIN,78745.0,TRAVIS,3101518.5029898,10040225.0018211,30.18496022,-97.78553931,"(30.18496022, -97.78553931)",2.0,674E,MG15
541714,17-00368750,Coyote Complaints,Phone,Closed,12/12/2017 02:12:08 PM,12/12/2017 11:40:02 AM,12/12/2017 01:12:10 PM,12/12/2017 02:12:08 PM,"6300 HUNTCLIFF DR, AUSTIN, TX 78731",6300.0,HUNTCLIFF,AUSTIN,78731.0,TRAVIS,3105108.9975011,10100347.9986223,30.35000336,-97.76979391,"(30.35000336, -97.76979391)",10.0,524L,MH29
542023,18-00079487,Coyote Complaints,Phone,Closed,03/20/2018 04:30:55 PM,03/20/2018 12:05:08 PM,03/20/2018 03:30:57 PM,03/20/2018 04:30:55 PM,"TEABERRY DR & BILL HUGHES RD, AUSTIN, TX 78745",,TEABERRY DR & BILL HUGHES RD,AUSTIN,78745.0,TRAVIS,3100508.10068702,10042157.6885539,30.19033648,-97.78859642,"(30.19033648, -97.78859642)",2.0,674A,MG15
542711,17-00369615,Coyote Complaints,Phone,Closed,12/13/2017 02:44:48 PM,12/13/2017 08:41:21 AM,12/13/2017 01:44:54 PM,12/13/2017 02:44:48 PM,"1507 TERRAPIN CT, AUSTIN, TX 78746",1507.0,TERRAPIN,AUSTIN,78746.0,TRAVIS,3095065.75235601,10070081.0003249,30.26743521,-97.80380809999998,"(30.26743521, -97.8038081)",8.0,583Y,MF22
543704,18-00030755,Coyote Complaints,Phone,Closed,02/07/2018 04:18:22 PM,02/01/2018 11:25:27 AM,02/07/2018 03:18:25 PM,02/07/2018 04:18:22 PM,"702 CRYSTAL CREEK DR, AUSTIN, TX 78733",702.0,CRYSTAL CREEK,AUSTIN,78733.0,TRAVIS,3074582.00307898,10085819.0002992,30.31196189,-97.86757243,"(30.31196189, -97.86757243)",,552N,MC26
544092,18-00031816,Coyote Complaints,Phone,Closed,02/05/2018 02:45:46 PM,02/02/2018 10:05:23 AM,02/05/2018 02:45:46 PM,02/05/2018 02:45:46 PM,"2000 BREEZE HOLW, AUSTIN, TX 78741",2000.0,BREEZE,AUSTIN,78741.0,TRAVIS,3116636.74793309,10058819.0028056,30.23511104,-97.73633027,"(30.23511104, -97.73633027)",9.0,615T,MJ19
544649,18-00246354,Coyote Complaints,Phone,New,07/30/2018 09:22:54 AM,07/30/2018 09:22:54 AM,07/30/2018 09:22:54 AM,,"7609 LONGVIEW RD, AUSTIN, TX 78745",7609.0,LONGVIEW,AUSTIN,78745.0,TRAVIS,3088291.0,10046541.0,30.2031482,-97.82694257,"(30.2031482, -97.82694257)",5.0,643S,ME16
544795,18-00277367,Coyote Complaints,Phone,Closed,08/23/2018 12:55:47 PM,08/23/2018 07:26:08 AM,08/23/2018 12:55:47 PM,08/23/2018 12:55:47 PM,"4200 CAT HOLLOW DR, AUSTIN, TX 78731",4200.0,CAT HOLLOW,AUSTIN,78731.0,TRAVIS,3105820.08942144,10104998.0692795,30.36274074,-97.76720004,"(30.36274074, -97.76720004)",10.0,524C,MH30
545035,17-00367423,Coyote Complaints,Phone,Closed,12/13/2017 11:32:05 AM,12/11/2017 08:32:02 AM,12/13/2017 11:32:04 AM,12/13/2017 11:32:05 AM,"3102 POINT O WOODS, AUSTIN, TX 78735",3102.0,POINT O WOODS,AUSTIN,78735.0,TRAVIS,3078404.75254956,10073415.0013352,30.27763083,-97.85633597,"(30.27763083, -97.85633597)",,582P,MC23
545145,18-00018188,Coyote Complaints,Phone,Closed,01/22/2018 11:23:28 AM,01/20/2018 09:00:59 AM,01/22/2018 11:23:28 AM,01/22/2018 11:23:28 AM,"2914 THOUSAND OAKS DR, AUSTIN, TX 78746",2914.0,THOUSAND OAKS,AUSTIN,78746.0,TRAVIS,3097680.75,10069726.0,30.26629561,-97.79555253,"(30.26629561, -97.79555253)",8.0,583Z,MF22
545205,17-00369760,Coyote Complaints,Phone,Closed,12/13/2017 11:59:17 AM,12/13/2017 10:22:14 AM,12/13/2017 11:59:17 AM,12/13/2017 11:59:17 AM,"4315 FAR WEST BLVD, AUSTIN, TX 78731",4315.0,FAR WEST,AUSTIN,78731.0,TRAVIS,3103982.5,10104013.0,30.36014931,-97.77309696,"(30.36014931, -97.77309696)",10.0,524F,MG30
546591,18-00045528,Coyote Complaints,Phone,Closed,02/19/2018 11:09:36 AM,02/16/2018 05:26:03 PM,02/19/2018 11:09:36 AM,02/19/2018 11:09:36 AM,"12101 DESSAU RD, AUSTIN, TX 78754",12101.0,DESSAU,AUSTIN,78754.0,TRAVIS,3142326.09999999,10112910.35,30.38212256,-97.65087652,"(30.38212256, -97.65087652)",1.0,497P,MN32
546902,18-00056893,Coyote Complaints,Phone,Closed,03/01/2018 11:42:24 AM,02/28/2018 09:59:30 AM,03/01/2018 11:42:23 AM,03/01/2018 11:42:24 AM,"6610 DELMONICO DR, AUSTIN, TX 78759",6610.0,DELMONICO,AUSTIN,78759.0,TRAVIS,3103770.50032099,10120727.9994668,30.40611023,-97.77254905,"(30.40611023, -97.77254905)",10.0,464X,MG34
546925,18-00116890,Coyote Complaints,Phone,Closed,04/23/2018 11:23:53 AM,04/22/2018 08:48:37 AM,04/23/2018 11:23:52 AM,04/23/2018 11:23:53 AM,"13001 MEADOWHEATH CV, AUSTIN, TX 78729",13001.0,MEADOWHEATH,AUSTIN,78729.0,WILLIAMSON,3099925.000721,10140574.997248,30.46091021,-97.78330143,"(30.46091021, -97.78330143)",6.0,434J,MG38
546948,18-00116983,Coyote Complaints,Phone,Closed,04/23/2018 01:39:08 PM,04/22/2018 11:53:04 AM,04/23/2018 12:39:10 PM,04/23/2018 01:39:08 PM,"7207 BUCKNELL DR, AUSTIN, TX 78723",7207.0,BUCKNELL,AUSTIN,78723.0,TRAVIS,3136120.49721912,10090510.0012469,30.32095803,-97.67225065,"(30.32095803, -97.67225065)",1.0,556H,MM27
547833,18-00277909,Coyote Complaints,Phone,New,08/23/2018 12:56:49 PM,08/23/2018 12:56:49 PM,08/23/2018 12:56:49 PM,,"6012 RICKERHILL LN, AUSTIN, TX 78739",6012.0,RICKERHILL,AUSTIN,78739.0,TRAVIS,3068738.25254591,10040598.0021238,30.18800769,-97.88923585,"(30.18800769, -97.88923585)",8.0,671C,MB15
548802,17-00313093,Coyote Complaints,Phone,Closed,10/25/2017 05:22:15 PM,10/19/2017 09:52:54 AM,10/25/2017 04:22:18 PM,10/25/2017 05:22:15 PM,"POSSUM TROT & W 9TH ST, AUSTIN, TX 78703",,POSSUM TROT & W 9TH ST,AUSTIN,78703.0,TRAVIS,3105040.49697487,10076025.0006653,30.28314696,-97.77178653,"(30.28314696, -97.77178653)",10.0,584K,MG23
548854,17-00313291,Coyote Complaints,Phone,Duplicate (open),10/19/2017 12:07:10 PM,10/19/2017 12:07:10 PM,10/19/2017 12:07:10 PM,,"POSSUM TROT & W 9TH ST, AUSTIN, TX 78703",,POSSUM TROT & W 9TH ST,AUSTIN,78703.0,TRAVIS,3105040.49697487,10076025.0006653,30.28314696,-97.77178653,"(30.28314696, -97.77178653)",10.0,584K,MG23
549388,18-00247984,Coyote Complaints,Phone,Closed,07/31/2018 10:29:35 AM,07/31/2018 10:06:41 AM,07/31/2018 10:29:35 AM,07/31/2018 10:29:35 AM,"10722 OAK VIEW DR, AUSTIN, TX 78759",10722.0,OAK VIEW,AUSTIN,78759.0,TRAVIS,3103985.25229767,10125165.997905,30.41829616,-97.77154382,"(30.41829616, -97.77154382)",10.0,464P,MG35
549457,18-00248116,Coyote Complaints,Phone,Closed,07/31/2018 11:51:08 AM,07/31/2018 10:52:56 AM,07/31/2018 11:51:08 AM,07/31/2018 11:51:08 AM,21973 SILVIA DR TX 78653,21973.0,SILVIA,,78653.0,TRAVIS,3199806.24876873,10072136.0030521,30.26610639,-97.47196949,"(30.26610639, -97.47196949)",,591Y,
549625,18-00272924,Coyote Complaints,Phone,Closed,08/20/2018 10:24:21 AM,08/19/2018 09:10:49 PM,08/20/2018 10:24:21 AM,08/20/2018 10:24:21 AM,"3822 ARROW DR, AUSTIN, TX 78749",3822.0,ARROW,AUSTIN,78749.0,TRAVIS,3082899.75210311,10046472.000431,30.20329136,-97.84400937,"(30.20329136, -97.84400937)",8.0,642V,MD16
549631,18-00032597,Coyote Complaints,Phone,Closed,02/05/2018 12:32:26 PM,02/02/2018 08:47:18 PM,02/05/2018 11:32:28 AM,02/05/2018 12:32:26 PM,"14237 FM 2769 RD, AUSTIN, TX 78641",14237.0,2769,AUSTIN,78641.0,TRAVIS,3068740.56066584,10131461.769133,30.43778573,-97.88289404,"(30.43778573, -97.88289404)",,431Z,MB37
549821,18-00030371,Coyote Complaints,Phone,Closed,02/02/2018 03:19:01 PM,02/01/2018 01:17:46 AM,02/02/2018 03:19:00 PM,02/02/2018 03:19:01 PM,"E 51ST ST & MANOR RD, AUSTIN, TX 78723",,E 51ST ST & MANOR RD,AUSTIN,78723.0,TRAVIS,3131645.0,10082117.0,30.29818075,-97.68706401,"(30.29818075, -97.68706401)",1.0,556Y,MM25
549929,18-00031822,Coyote Complaints,Phone,Closed,02/02/2018 03:49:07 PM,02/02/2018 10:08:40 AM,02/02/2018 03:49:07 PM,02/02/2018 03:49:07 PM,"1401 E RUNDBERG LN, AUSTIN, TX 78753",1401.0,RUNDBERG,AUSTIN,78753.0,TRAVIS,3133940.0,10101616.0,30.35162962,-97.67831952,"(30.35162962, -97.67831952)",4.0,526L,MM29
550028,18-00032193,Coyote Complaints,Phone,Closed,02/05/2018 02:57:29 PM,02/02/2018 02:09:23 PM,02/05/2018 02:57:29 PM,02/05/2018 02:57:29 PM,"8012 CHERVIL DR, AUSTIN, TX 78759",8012.0,CHERVIL,AUSTIN,78759.0,TRAVIS,3111717.99824055,10106179.9999212,30.36561428,-97.74841709,"(30.36561428, -97.74841709)",10.0,525A,MJ30
550639,18-00033469,Coyote Complaints,Phone,Closed,02/07/2018 05:49:04 PM,02/04/2018 08:35:57 AM,02/07/2018 04:49:06 PM,02/07/2018 05:49:04 PM,"N QUINLAN PARK RD & STEINER RANCH BLVD, AUSTIN, TX 78732",,N QUINLAN PARK RD & STEINER RANCH BLVD,AUSTIN,78732.0,TRAVIS,3066493.16086317,10106476.2999513,30.36923795,-97.89176390000002,"(30.36923795, -97.8917639)",,491Y,MB31
550932,18-00188712,Coyote Complaints,Phone,New,06/17/2018 09:18:40 AM,06/17/2018 09:18:40 AM,06/17/2018 09:18:40 AM,,"6100 SHADOW VALLEY DR, AUSTIN, TX 78731",6100.0,SHADOW VALLEY,AUSTIN,78731.0,TRAVIS,3108628.84801946,10099895.0395646,30.34853474,-97.75867096,"(30.34853474, -97.75867096)",10.0,524R,MH29
550947,18-00188719,Coyote Complaints,Phone,Closed,06/18/2018 08:58:37 AM,06/17/2018 09:27:50 AM,06/18/2018 08:58:37 AM,06/18/2018 08:58:37 AM,"6100 HIGHLAND HILLS DR, AUSTIN, TX 78731",6100.0,HIGHLAND HILLS,AUSTIN,78731.0,TRAVIS,3108592.54336043,10099908.0318553,30.34857276,-97.75878507,"(30.34857276, -97.75878507)",10.0,524R,MH29
551202,18-00138748,Coyote Complaints,Phone,Closed,05/10/2018 12:45:20 PM,05/09/2018 08:24:08 PM,05/10/2018 11:45:25 AM,05/10/2018 12:45:20 PM,"12401 OLD SALT TRL, AUSTIN, TX 78732",12401.0,SALT,AUSTIN,78732.0,TRAVIS,3067853.50238677,10109451.9987834,30.37733581,-97.88724385,"(30.37733581, -97.88724385)",,491U,MB31
551213,18-00033518,Coyote Complaints,Phone,Closed,02/07/2018 03:39:17 PM,02/04/2018 10:26:09 AM,02/07/2018 02:39:19 PM,02/07/2018 03:39:17 PM,"15105 FALCON DR, LAKEWAY, TX 78734",15105.0,FALCON,LAKEWAY,78734.0,TRAVIS,3048860.38006791,10103884.6987881,30.36316558,-97.94784056,"(30.36316558, -97.94784056)",,520B,WY30
551227,18-00033703,Coyote Complaints,Phone,New,02/04/2018 02:35:16 PM,02/04/2018 02:35:16 PM,02/04/2018 02:35:17 PM,,"8705 ESCABOSA DR, AUSTIN, TX 78748",8705.0,ESCABOSA,AUSTIN,78748.0,TRAVIS,3090715.7520828,10040548.002908,30.18652378,-97.81969753,"(30.18652378, -97.81969753)",5.0,673B,ME15
552356,18-00147685,Coyote Complaints,Phone,Closed,08/22/2018 12:12:27 PM,05/17/2018 09:55:30 AM,08/22/2018 11:12:29 AM,08/22/2018 12:12:27 PM,"OLYMPIC OVERLOOK & E CYPRESS PT, AUSTIN, TX 78746",,OLYMPIC OVERLOOK & E CYPRESS PT,AUSTIN,78746.0,TRAVIS,3082617.50016469,10073680.002929,30.2781007,-97.84297464,"(30.2781007, -97.84297464)",8.0,582R,MD23
552467,18-00140254,Coyote Complaints,Phone,Closed,05/11/2018 11:20:49 AM,05/11/2018 05:48:24 AM,05/11/2018 11:20:49 AM,05/11/2018 11:20:49 AM,"CANONERO DR & SIR IVOR CV, AUSTIN, TX 78746",,CANONERO DR & SIR IVOR CV,AUSTIN,78746.0,TRAVIS,3091758.7518394,10089056.0001742,30.31980171,-97.81291909,"(30.31980171, -97.81291909)",10.0,553K,ME26
552664,18-00031702,Coyote Complaints,Phone,Closed,02/05/2018 12:20:08 PM,02/02/2018 08:37:32 AM,02/05/2018 11:20:09 AM,02/05/2018 12:20:08 PM,"12138 N LAMAR BLVD, AUSTIN, TX 78758",12138.0,LAMAR,AUSTIN,78758.0,TRAVIS,3133053.74865234,10118643.9973307,30.39849471,-97.67984087,"(30.39849471, -97.67984087)",7.0,496C,MM33
552675,18-00032205,Coyote Complaints,Phone,Duplicate (closed),02/05/2018 02:57:30 PM,02/02/2018 02:18:28 PM,02/05/2018 02:57:30 PM,02/05/2018 02:57:30 PM,"8008 CHERVIL DR, AUSTIN, TX 78759",8008.0,CHERVIL,AUSTIN,78759.0,TRAVIS,3111747.74699634,10106037.9983837,30.36522203,-97.74833325,"(30.36522203, -97.74833325)",10.0,525A,MJ30
552707,18-00033729,Coyote Complaints,Phone,Closed,02/08/2018 12:14:35 PM,02/04/2018 03:12:13 PM,02/08/2018 11:14:36 AM,02/08/2018 12:14:35 PM,"4911 ELIZABETH JANE CT, AUSTIN, TX 78730",4911.0,ELIZABETH JANE,AUSTIN,78730.0,TRAVIS,3082427.00291473,10106735.9969657,30.36898037,-97.84123214,"(30.36898037, -97.84123214)",10.0,492Z,MD31
552754,18-00034242,Coyote Complaints,Phone,Closed,02/05/2018 11:32:27 AM,02/05/2018 10:19:28 AM,02/05/2018 11:32:27 AM,02/05/2018 11:32:27 AM,"9005 MOUNTAIN RIDGE DR, AUSTIN, TX 78759",9005.0,MOUNTAIN RIDGE,AUSTIN,78759.0,TRAVIS,3109861.59760704,10113771.1278,30.38659974,-97.75374378,"(30.38659974, -97.75374378)",10.0,494M,MH32
553314,18-00095624,Coyote Complaints,Phone,Closed,04/05/2018 12:45:23 PM,04/03/2018 01:55:35 PM,04/05/2018 11:45:25 AM,04/05/2018 12:45:23 PM,"LOGANBERRY DR & LOGANBERRY CT, AUSTIN, TX 78745",,LOGANBERRY DR & LOGANBERRY CT,AUSTIN,78745.0,TRAVIS,3101378.25249552,10040156.0020135,30.18477938,-97.78598807,"(30.18477938, -97.78598807)",2.0,674E,MG15
553324,18-00095873,Coyote Complaints,Phone,Closed,04/05/2018 01:58:00 PM,04/03/2018 04:25:31 PM,04/05/2018 12:58:02 PM,04/05/2018 01:58:00 PM,"9100 MOUNTAIN RIDGE DR, AUSTIN, TX 78759",9100.0,MOUNTAIN RIDGE,AUSTIN,78759.0,TRAVIS,3109902.04839922,10114038.0892926,30.387331,-97.75359589,"(30.387331, -97.75359589)",10.0,494M,MH32
554877,18-00249613,Coyote Complaints,Phone,Closed,08/01/2018 10:38:01 AM,08/01/2018 08:14:50 AM,08/01/2018 09:38:03 AM,08/01/2018 10:38:01 AM,"MOUNTAINCLIMB DR & HIGHLANDALE DR, AUSTIN, TX 78731",,MOUNTAINCLIMB DR & HIGHLANDALE DR,AUSTIN,78731.0,TRAVIS,3106969.24849496,10099712.9982033,30.34813983,-97.76394432,"(30.34813983, -97.76394432)",10.0,524Q,MH29
554916,18-00249719,Coyote Complaints,Phone,New,08/01/2018 09:18:13 AM,08/01/2018 09:18:13 AM,08/01/2018 09:18:13 AM,,"3909 BERRYHILL WAY, AUSTIN, TX 78731",3909.0,BERRYHILL,AUSTIN,78731.0,TRAVIS,3105615.91248652,10097195.5570839,30.34130557,-97.76841766,"(30.34130557, -97.76841766)",10.0,524U,MH28
555972,18-00054444,Coyote Complaints,Phone,Closed,04/18/2018 01:40:05 PM,02/26/2018 10:09:21 AM,04/18/2018 12:40:07 PM,04/18/2018 01:40:05 PM,"10701 PICKFAIR DR, AUSTIN, TX 78750",10701.0,PICKFAIR,AUSTIN,78750.0,TRAVIS,3091917.00201734,10130865.9993382,30.43472331,-97.80941142,"(30.43472331, -97.80941142)",6.0,463C,MF36
558565,18-00081670,Coyote Complaints,Phone,Closed,06/06/2018 11:21:50 AM,03/22/2018 09:18:57 AM,06/06/2018 10:21:51 AM,06/06/2018 11:21:50 AM,"12311 DANNY DR, AUSTIN, TX 78759",12311.0,DANNY,AUSTIN,78759.0,TRAVIS,3122934.49847457,10125129.9995897,30.41698335,-97.71144484,"(30.41698335, -97.71144484)",7.0,465R,MK35
558589,18-00082377,Coyote Complaints,Phone,Closed,03/23/2018 02:09:41 PM,03/22/2018 04:35:35 PM,03/23/2018 02:09:41 PM,03/23/2018 02:09:41 PM,"11266 TAYLOR DRAPER LN, AUSTIN, TX 78759",11266.0,TAYLOR DRAPER,AUSTIN,78759.0,TRAVIS,3109904.5,10122429.0,30.41039636,-97.75297087,"(30.41039636, -97.75297087)",10.0,464V,MH34
559001,18-00054080,Coyote Complaints,Phone,Closed,02/27/2018 10:32:23 AM,02/25/2018 11:57:18 PM,02/27/2018 10:32:23 AM,02/27/2018 10:32:23 AM,"BLUE LILLY DR & YAUPON DR, AUSTIN, TX 78759",,BLUE LILLY DR & YAUPON DR,AUSTIN,78759.0,TRAVIS,3101512.75124343,10123841.9976616,30.41481294,-97.77948243,"(30.41481294, -97.77948243)",10.0,464P,MG35
559833,18-00056142,Coyote Complaints,Phone,Closed,03/01/2018 11:15:17 AM,02/27/2018 03:30:23 PM,03/01/2018 11:15:17 AM,03/01/2018 11:15:17 AM,"GENEVA DR & FRED MORSE DR, AUSTIN, TX 78723",,GENEVA DR & FRED MORSE DR,Austin,78723.0,TRAVIS,3136220.42770466,10089613.9208886,30.318488300000002,-97.67200196,"(30.3184883, -97.67200196)",1.0,556M,MM26
560004,18-00058186,Coyote Complaints,Phone,Closed,03/01/2018 12:12:42 PM,03/01/2018 08:25:53 AM,03/01/2018 12:12:42 PM,03/01/2018 12:12:42 PM,"6302 SHOAL CREEK WEST DR, AUSTIN, TX 78757",6302.0,SHOAL CREEK WEST,AUSTIN,78757.0,TRAVIS,3112083.24893914,10097798.9985674,30.34255273,-97.74787684,"(30.34255273, -97.74787684)",7.0,525S,MJ28
560019,18-00208651,Coyote Complaints,Phone,Closed,08/02/2018 01:03:26 PM,07/02/2018 02:45:46 PM,08/02/2018 12:03:28 PM,08/02/2018 01:03:26 PM,"2908 WATER BANK CV, AUSTIN, TX 78746",2908.0,WATER BANK,AUSTIN,78746.0,TRAVIS,3094359.00228272,10091263.9989072,30.32570901,-97.80452102,"(30.32570901, -97.80452102)",10.0,553G,MF27
560076,18-00237368,Coyote Complaints,Phone,Closed,08/02/2018 11:16:09 AM,07/23/2018 10:45:33 AM,08/02/2018 10:16:12 AM,08/02/2018 11:16:09 AM,"2203 SHARON LN, AUSTIN, TX 78703",2203.0,SHARON,AUSTIN,78703.0,TRAVIS,3108029.5,10079426.0,30.29230625,-97.76207039,"(30.29230625, -97.76207039)",10.0,584C,MH24
560680,18-00216039,Coyote Complaints,Phone,Closed,07/09/2018 11:24:48 AM,07/06/2018 06:20:02 PM,07/09/2018 11:24:48 AM,07/09/2018 11:24:48 AM,"10709 FOUNTAINBLEU CIR, AUSTIN, TX 78750",10709.0,FOUNTAINBLEU,AUSTIN,78750.0,TRAVIS,3093631.5,10130701.0,30.43416267,-97.80398439,"(30.43416267, -97.80398439)",6.0,463C,MF36
560685,18-00216172,Coyote Complaints,Phone,New,07/06/2018 08:44:04 PM,07/06/2018 08:44:04 PM,07/08/2018 12:00:05 AM,,"1900 MATAGORDA ST, AUSTIN, TX 78741",1900.0,MATAGORDA,AUSTIN,78741.0,TRAVIS,3116492.24838102,10059896.0024125,30.238080800000002,-97.73670812,"(30.2380808, -97.73670812)",9.0,615T,MJ19
561014,18-00083908,Coyote Complaints,Phone,New,03/24/2018 01:32:09 AM,03/24/2018 01:32:09 AM,03/24/2018 01:32:10 AM,,"3014 W WILLIAM CANNON DR, AUSTIN, TX 78745",3014.0,WILLIAM CANNON,AUSTIN,78745.0,TRAVIS,3089958.25,10049329.0,30.21070868,-97.82146691,"(30.21070868, -97.82146691)",5.0,643K,ME17
561919,18-00056803,Coyote Complaints,Phone,Closed,03/02/2018 11:32:31 AM,02/28/2018 09:16:36 AM,03/02/2018 10:32:36 AM,03/02/2018 11:32:31 AM,"4424 GAINES RANCH LOOP, AUSTIN, TX 78735",4424.0,GAINES RANCH,AUSTIN,78735.0,TRAVIS,3091105.9620582,10061052.7109983,30.24286444,-97.81699495,"(30.24286444, -97.81699495)",8.0,613P,ME20
562151,18-00192977,Coyote Complaints,Phone,New,06/20/2018 11:45:17 AM,06/20/2018 11:45:17 AM,06/20/2018 11:45:17 AM,,"MOUNT BARKER DR & MONTE VISTA DR, AUSTIN, TX 78731",,MOUNT BARKER DR & MONTE VISTA DR,AUSTIN,78731.0,TRAVIS,3104334.26512304,10091816.0142321,30.32659908,-97.77287198,"(30.32659908, -97.77287198)",10.0,554B,MG27
562413,18-00121591,Coyote Complaints,Phone,New,04/26/2018 08:46:13 AM,04/26/2018 08:46:13 AM,04/26/2018 08:46:13 AM,,"SWEETWATER TRL & MORNING GLORY TRL, AUSTIN, TX 78750",,SWEETWATER TRL & MORNING GLORY TRL,AUSTIN,78750.0,TRAVIS,3088837.75246811,10136586.9977517,30.45064152,-97.8187695,"(30.45064152, -97.8187695)",6.0,433P,ME38
562637,18-00142714,Coyote Complaints,Phone,Closed,06/28/2018 11:51:03 AM,05/13/2018 11:51:20 AM,06/28/2018 10:51:08 AM,06/28/2018 11:51:03 AM,"5125 FORT CLARK DR, AUSTIN, TX 78745",5125.0,FORT CLARK,AUSTIN,78745.0,TRAVIS,3108111.49923877,10047869.0015774,30.20555551,-97.76411973,"(30.20555551, -97.76411973)",3.0,644Q,MH17
562820,18-00100693,Coyote Complaints,Phone,Closed,04/09/2018 11:17:55 AM,04/08/2018 07:45:31 AM,04/09/2018 10:17:57 AM,04/09/2018 11:17:55 AM,"12035 LINCOLNSHIRE DR, AUSTIN, TX 78758",12035.0,LINCOLNSHIRE,AUSTIN,78758.0,TRAVIS,3128897.4987157,10119508.9996447,30.40114436,-97.69295545,"(30.40114436, -97.69295545)",7.0,496B,ML33
562845,18-00142628,Coyote Complaints,Phone,New,05/13/2018 10:09:00 AM,05/13/2018 10:09:00 AM,05/13/2018 10:09:00 AM,,"805 JET LN, AUSTIN, TX 78742",805.0,JET,AUSTIN,78742.0,TRAVIS,3134214.99846687,10058084.0002202,30.23195031,-97.68073861,"(30.23195031, -97.68073861)",3.0,616Y,MM19
563121,18-00216158,Coyote Complaints,Phone,Duplicate (closed),07/09/2018 11:24:49 AM,07/06/2018 08:30:54 PM,07/09/2018 11:24:49 AM,07/09/2018 11:24:49 AM,"10709 FOUNTAINBLEU CIR, AUSTIN, TX 78750",10709.0,FOUNTAINBLEU,AUSTIN,78750.0,TRAVIS,3093631.5,10130701.0,30.43416267,-97.80398439,"(30.43416267, -97.80398439)",6.0,463C,MF36
563473,18-00122873,Coyote Complaints,Phone,Closed,04/27/2018 04:22:13 PM,04/27/2018 10:08:42 AM,04/27/2018 03:22:15 PM,04/27/2018 04:22:13 PM,"3910 EDGEROCK DR, AUSTIN, TX 78731",3910.0,EDGEROCK,AUSTIN,78731.0,TRAVIS,3108597.99720113,10105066.9987916,30.36275373,-97.75838923,"(30.36275373, -97.75838923)",10.0,524D,MH30
